rand,Mod 64,Mod 32,Mod 16,Mod 8
703,63,31,15,7
869,37,5,5,5
594,18,18,2,2
149,21,21,5,5
73,9,9,9,1
103,39,7,7,7
311,55,23,7,7
321,1,1,1,1
924,28,28,12,4
337,17,17,1,1
469,21,21,5,5
890,58,26,10,2
767,63,31,15,7
790,22,22,6,6
453,5,5,5,5
992,32,0,0,0
773,5,5,5,5
913,17,17,1,1
71,7,7,7,7
81,17,17,1,1
56,56,24,8,0
967,7,7,7,7
80,16,16,0,0
399,15,15,15,7
295,39,7,7,7
490,42,10,10,2
325,5,5,5,5
459,11,11,11,3
603,27,27,11,3
295,39,7,7,7
496,48,16,0,0
227,35,3,3,3
843,11,11,11,3
625,49,17,1,1
422,38,6,6,6
556,44,12,12,4
532,20,20,4,4
456,8,8,8,0
847,15,15,15,7
453,5,5,5,5
163,35,3,3,3
519,7,7,7,7
682,42,10,10,2
980,20,20,4,4
317,61,29,13,5
629,53,21,5,5
607,31,31,15,7
828,60,28,12,4
960,0,0,0,0
935,39,7,7,7
464,16,16,0,0
88,24,24,8,0
490,42,10,10,2
199,7,7,7,7
857,25,25,9,1
990,30,30,14,6
926,30,30,14,6
432,48,16,0,0
263,7,7,7,7
644,4,4,4,4
770,2,2,2,2
71,7,7,7,7
693,53,21,5,5
843,11,11,11,3
273,17,17,1,1
187,59,27,11,3
66,2,2,2,2
570,58,26,10,2
136,8,8,8,0
855,23,23,7,7
505,57,25,9,1
998,38,6,6,6
973,13,13,13,5
901,5,5,5,5
898,2,2,2,2
358,38,6,6,6
57,57,25,9,1
8,8,8,8,0
48,48,16,0,0
356,36,4,4,4
54,54,22,6,6
713,9,9,9,1
805,37,5,5,5
993,33,1,1,1
623,47,15,15,7
783,15,15,15,7
942,46,14,14,6
998,38,6,6,6
504,56,24,8,0
751,47,15,15,7
939,43,11,11,3
101,37,5,5,5
710,6,6,6,6
897,1,1,1,1
884,52,20,4,4
180,52,20,4,4
702,62,30,14,6
305,49,17,1,1
784,16,16,0,0
759,55,23,7,7
765,61,29,13,5
358,38,6,6,6
159,31,31,15,7
858,26,26,10,2
397,13,13,13,5
971,11,11,11,3
772,4,4,4,4
194,2,2,2,2
180,52,20,4,4
506,58,26,10,2
212,20,20,4,4
350,30,30,14,6
794,26,26,10,2
370,50,18,2,2
835,3,3,3,3
511,63,31,15,7
465,17,17,1,1
686,46,14,14,6
738,34,2,2,2
610,34,2,2,2
608,32,0,0,0
852,20,20,4,4
980,20,20,4,4
459,11,11,11,3
73,9,9,9,1
943,47,15,15,7
17,17,17,1,1
444,60,28,12,4
176,48,16,0,0
880,48,16,0,0
704,0,0,0,0
245,53,21,5,5
765,61,29,13,5
243,51,19,3,3
952,56,24,8,0
126,62,30,14,6
194,2,2,2,2
206,14,14,14,6
542,30,30,14,6
427,43,11,11,3
541,29,29,13,5
906,10,10,10,2
280,24,24,8,0
449,1,1,1,1
568,56,24,8,0
703,63,31,15,7
980,20,20,4,4
49,49,17,1,1
834,2,2,2,2
959,63,31,15,7
276,20,20,4,4
959,63,31,15,7
329,9,9,9,1
238,46,14,14,6
202,10,10,10,2
128,0,0,0,0
455,7,7,7,7
478,30,30,14,6
449,1,1,1,1
117,53,21,5,5
231,39,7,7,7
782,14,14,14,6
468,20,20,4,4
481,33,1,1,1
748,44,12,12,4
905,9,9,9,1
488,40,8,8,0
157,29,29,13,5
844,12,12,12,4
625,49,17,1,1
170,42,10,10,2
28,28,28,12,4
265,9,9,9,1
727,23,23,7,7
116,52,20,4,4
211,19,19,3,3
426,42,10,10,2
912,16,16,0,0
282,26,26,10,2
145,17,17,1,1
614,38,6,6,6
956,60,28,12,4
221,29,29,13,5
42,42,10,10,2
301,45,13,13,5
451,3,3,3,3
965,5,5,5,5
540,28,28,12,4
996,36,4,4,4
803,35,3,3,3
199,7,7,7,7
190,62,30,14,6
894,62,30,14,6
998,38,6,6,6
501,53,21,5,5
826,58,26,10,2
450,2,2,2,2
545,33,1,1,1
385,1,1,1,1
582,6,6,6,6
447,63,31,15,7
901,5,5,5,5
548,36,4,4,4
652,12,12,12,4
542,30,30,14,6
645,5,5,5,5
188,60,28,12,4
934,38,6,6,6
596,20,20,4,4
70,6,6,6,6
473,25,25,9,1
269,13,13,13,5
628,52,20,4,4
650,10,10,10,2
585,9,9,9,1
136,8,8,8,0
714,10,10,10,2
741,37,5,5,5
890,58,26,10,2
182,54,22,6,6
331,11,11,11,3
579,3,3,3,3
186,58,26,10,2
334,14,14,14,6
222,30,30,14,6
191,63,31,15,7
586,10,10,10,2
748,44,12,12,4
207,15,15,15,7
412,28,28,12,4
820,52,20,4,4
277,21,21,5,5
291,35,3,3,3
326,6,6,6,6
814,46,14,14,6
171,43,11,11,3
509,61,29,13,5
384,0,0,0,0
111,47,15,15,7
90,26,26,10,2
53,53,21,5,5
206,14,14,14,6
735,31,31,15,7
275,19,19,3,3
924,28,28,12,4
204,12,12,12,4
669,29,29,13,5
399,15,15,15,7
148,20,20,4,4
159,31,31,15,7
778,10,10,10,2
256,0,0,0,0
103,39,7,7,7
795,27,27,11,3
13,13,13,13,5
109,45,13,13,5
85,21,21,5,5
315,59,27,11,3
758,54,22,6,6
129,1,1,1,1
9,9,9,9,1
506,58,26,10,2
233,41,9,9,1
309,53,21,5,5
512,0,0,0,0
57,57,25,9,1
146,18,18,2,2
779,11,11,11,3
81,17,17,1,1
754,50,18,2,2
655,15,15,15,7
846,14,14,14,6
526,14,14,14,6
871,39,7,7,7
897,1,1,1,1
336,16,16,0,0
425,41,9,9,1
563,51,19,3,3
387,3,3,3,3
650,10,10,10,2
346,26,26,10,2
794,26,26,10,2
942,46,14,14,6
536,24,24,8,0
654,14,14,14,6
963,3,3,3,3
394,10,10,10,2
846,14,14,14,6
451,3,3,3,3
21,21,21,5,5
846,14,14,14,6
497,49,17,1,1
932,36,4,4,4
676,36,4,4,4
124,60,28,12,4
547,35,3,3,3
642,2,2,2,2
24,24,24,8,0
540,28,28,12,4
965,5,5,5,5
867,35,3,3,3
2,2,2,2,2
969,9,9,9,1
137,9,9,9,1
66,2,2,2,2
857,25,25,9,1
651,11,11,11,3
899,3,3,3,3
359,39,7,7,7
77,13,13,13,5
276,20,20,4,4
809,41,9,9,1
833,1,1,1,1
554,42,10,10,2
851,19,19,3,3
506,58,26,10,2
150,22,22,6,6
235,43,11,11,3
563,51,19,3,3
577,1,1,1,1
458,10,10,10,2
336,16,16,0,0
670,30,30,14,6
140,12,12,12,4
448,0,0,0,0
732,28,28,12,4
688,48,16,0,0
501,53,21,5,5
897,1,1,1,1
946,50,18,2,2
75,11,11,11,3
565,53,21,5,5
448,0,0,0,0
685,45,13,13,5
38,38,6,6,6
694,54,22,6,6
941,45,13,13,5
367,47,15,15,7
762,58,26,10,2
648,8,8,8,0
791,23,23,7,7
636,60,28,12,4
697,57,25,9,1
982,22,22,6,6
523,11,11,11,3
609,33,1,1,1
298,42,10,10,2
988,28,28,12,4
556,44,12,12,4
987,27,27,11,3
469,21,21,5,5
207,15,15,15,7
59,59,27,11,3
340,20,20,4,4
784,16,16,0,0
870,38,6,6,6
491,43,11,11,3
166,38,6,6,6
74,10,10,10,2
544,32,0,0,0
333,13,13,13,5
423,39,7,7,7
814,46,14,14,6
88,24,24,8,0
451,3,3,3,3
974,14,14,14,6
893,61,29,13,5
221,29,29,13,5
448,0,0,0,0
159,31,31,15,7
628,52,20,4,4
102,38,6,6,6
562,50,18,2,2
923,27,27,11,3
528,16,16,0,0
907,11,11,11,3
969,9,9,9,1
972,12,12,12,4
580,4,4,4,4
917,21,21,5,5
3,3,3,3,3
53,53,21,5,5
685,45,13,13,5
706,2,2,2,2
119,55,23,7,7
305,49,17,1,1
88,24,24,8,0
605,29,29,13,5
100,36,4,4,4
909,13,13,13,5
220,28,28,12,4
380,60,28,12,4
229,37,5,5,5
61,61,29,13,5
960,0,0,0,0
382,62,30,14,6
434,50,18,2,2
745,41,9,9,1
720,16,16,0,0
540,28,28,12,4
264,8,8,8,0
7,7,7,7,7
896,0,0,0,0
415,31,31,15,7
826,58,26,10,2
244,52,20,4,4
966,6,6,6,6
770,2,2,2,2
532,20,20,4,4
537,25,25,9,1
618,42,10,10,2
81,17,17,1,1
935,39,7,7,7
599,23,23,7,7
425,41,9,9,1
585,9,9,9,1
493,45,13,13,5
286,30,30,14,6
406,22,22,6,6
110,46,14,14,6
847,15,15,15,7
460,12,12,12,4
744,40,8,8,0
30,30,30,14,6
304,48,16,0,0
251,59,27,11,3
173,45,13,13,5
602,26,26,10,2
72,8,8,8,0
884,52,20,4,4
95,31,31,15,7
709,5,5,5,5
747,43,11,11,3
18,18,18,2,2
841,9,9,9,1
706,2,2,2,2
445,61,29,13,5
215,23,23,7,7
145,17,17,1,1
287,31,31,15,7
799,31,31,15,7
52,52,20,4,4
624,48,16,0,0
198,6,6,6,6
80,16,16,0,0
818,50,18,2,2
402,18,18,2,2
50,50,18,2,2
938,42,10,10,2
98,34,2,2,2
98,34,2,2,2
129,1,1,1,1
805,37,5,5,5
793,25,25,9,1
754,50,18,2,2
169,41,9,9,1
274,18,18,2,2
176,48,16,0,0
16,16,16,0,0
455,7,7,7,7
298,42,10,10,2
100,36,4,4,4
923,27,27,11,3
15,15,15,15,7
332,12,12,12,4
661,21,21,5,5
302,46,14,14,6
286,30,30,14,6
876,44,12,12,4
245,53,21,5,5
916,20,20,4,4
948,52,20,4,4
533,21,21,5,5
909,13,13,13,5
109,45,13,13,5
891,59,27,11,3
56,56,24,8,0
178,50,18,2,2
451,3,3,3,3
591,15,15,15,7
112,48,16,0,0
13,13,13,13,5
231,39,7,7,7
930,34,2,2,2
300,44,12,12,4
487,39,7,7,7
951,55,23,7,7
780,12,12,12,4
732,28,28,12,4
95,31,31,15,7
114,50,18,2,2
472,24,24,8,0
297,41,9,9,1
621,45,13,13,5
157,29,29,13,5
247,55,23,7,7
269,13,13,13,5
106,42,10,10,2
995,35,3,3,3
539,27,27,11,3
418,34,2,2,2
562,50,18,2,2
111,47,15,15,7
61,61,29,13,5
216,24,24,8,0
257,1,1,1,1
949,53,21,5,5
984,24,24,8,0
40,40,8,8,0
713,9,9,9,1
568,56,24,8,0
892,60,28,12,4
494,46,14,14,6
677,37,5,5,5
477,29,29,13,5
595,19,19,3,3
523,11,11,11,3
236,44,12,12,4
88,24,24,8,0
526,14,14,14,6
182,54,22,6,6
834,2,2,2,2
919,23,23,7,7
668,28,28,12,4
700,60,28,12,4
444,60,28,12,4
446,62,30,14,6
919,23,23,7,7
547,35,3,3,3
9,9,9,9,1
947,51,19,3,3
953,57,25,9,1
991,31,31,15,7
411,27,27,11,3
497,49,17,1,1
751,47,15,15,7
89,25,25,9,1
194,2,2,2,2
163,35,3,3,3
346,26,26,10,2
838,6,6,6,6
844,12,12,12,4
242,50,18,2,2
334,14,14,14,6
110,46,14,14,6
306,50,18,2,2
545,33,1,1,1
299,43,11,11,3
920,24,24,8,0
377,57,25,9,1
547,35,3,3,3
528,16,16,0,0
847,15,15,15,7
504,56,24,8,0
562,50,18,2,2
647,7,7,7,7
928,32,0,0,0
206,14,14,14,6
608,32,0,0,0
412,28,28,12,4
910,14,14,14,6
700,60,28,12,4
550,38,6,6,6
217,25,25,9,1
248,56,24,8,0
492,44,12,12,4
731,27,27,11,3
292,36,4,4,4
871,39,7,7,7
888,56,24,8,0
251,59,27,11,3
593,17,17,1,1
42,42,10,10,2
865,33,1,1,1
947,51,19,3,3
40,40,8,8,0
326,6,6,6,6
839,7,7,7,7
722,18,18,2,2
448,0,0,0,0
236,44,12,12,4
747,43,11,11,3
284,28,28,12,4
583,7,7,7,7
937,41,9,9,1
289,33,1,1,1
811,43,11,11,3
684,44,12,12,4
829,61,29,13,5
973,13,13,13,5
850,18,18,2,2
938,42,10,10,2
333,13,13,13,5
601,25,25,9,1
485,37,5,5,5
926,30,30,14,6
251,59,27,11,3
497,49,17,1,1
45,45,13,13,5
699,59,27,11,3
65,1,1,1,1
383,63,31,15,7
909,13,13,13,5
607,31,31,15,7
469,21,21,5,5
464,16,16,0,0
570,58,26,10,2
459,11,11,11,3
468,20,20,4,4
201,9,9,9,1
144,16,16,0,0
34,34,2,2,2
810,42,10,10,2
82,18,18,2,2
612,36,4,4,4
440,56,24,8,0
577,1,1,1,1
884,52,20,4,4
246,54,22,6,6
794,26,26,10,2
558,46,14,14,6
983,23,23,7,7
271,15,15,15,7
860,28,28,12,4
98,34,2,2,2
499,51,19,3,3
721,17,17,1,1
619,43,11,11,3
491,43,11,11,3
965,5,5,5,5
403,19,19,3,3
28,28,28,12,4
381,61,29,13,5
839,7,7,7,7
309,53,21,5,5
790,22,22,6,6
111,47,15,15,7
960,0,0,0,0
136,8,8,8,0
960,0,0,0,0
132,4,4,4,4
32,32,0,0,0
165,37,5,5,5
705,1,1,1,1
557,45,13,13,5
170,42,10,10,2
563,51,19,3,3
715,11,11,11,3
476,28,28,12,4
440,56,24,8,0
638,62,30,14,6
706,2,2,2,2
544,32,0,0,0
64,0,0,0,0
0,0,0,0,0
95,31,31,15,7
86,22,22,6,6
841,9,9,9,1
842,10,10,10,2
977,17,17,1,1
151,23,23,7,7
385,1,1,1,1
156,28,28,12,4
880,48,16,0,0
533,21,21,5,5
558,46,14,14,6
577,1,1,1,1
498,50,18,2,2
459,11,11,11,3
108,44,12,12,4
678,38,6,6,6
389,5,5,5,5
242,50,18,2,2
666,26,26,10,2
48,48,16,0,0
575,63,31,15,7
132,4,4,4,4
643,3,3,3,3
169,41,9,9,1
976,16,16,0,0
160,32,0,0,0
289,33,1,1,1
89,25,25,9,1
861,29,29,13,5
130,2,2,2,2
720,16,16,0,0
189,61,29,13,5
316,60,28,12,4
169,41,9,9,1
297,41,9,9,1
334,14,14,14,6
353,33,1,1,1
631,55,23,7,7
200,8,8,8,0
81,17,17,1,1
24,24,24,8,0
878,46,14,14,6
972,12,12,12,4
495,47,15,15,7
533,21,21,5,5
843,11,11,11,3
72,8,8,8,0
333,13,13,13,5
31,31,31,15,7
379,59,27,11,3
838,6,6,6,6
696,56,24,8,0
850,18,18,2,2
714,10,10,10,2
478,30,30,14,6
210,18,18,2,2
348,28,28,12,4
725,21,21,5,5
852,20,20,4,4
878,46,14,14,6
604,28,28,12,4
976,16,16,0,0
2,2,2,2,2
305,49,17,1,1
182,54,22,6,6
181,53,21,5,5
300,44,12,12,4
725,21,21,5,5
62,62,30,14,6
850,18,18,2,2
746,42,10,10,2
299,43,11,11,3
59,59,27,11,3
387,3,3,3,3
452,4,4,4,4
446,62,30,14,6
84,20,20,4,4
445,61,29,13,5
925,29,29,13,5
630,54,22,6,6
545,33,1,1,1
104,40,8,8,0
774,6,6,6,6
681,41,9,9,1
901,5,5,5,5
579,3,3,3,3
201,9,9,9,1
559,47,15,15,7
456,8,8,8,0
11,11,11,11,3
472,24,24,8,0
145,17,17,1,1
631,55,23,7,7
367,47,15,15,7
170,42,10,10,2
32,32,0,0,0
201,9,9,9,1
744,40,8,8,0
914,18,18,2,2
88,24,24,8,0
281,25,25,9,1
294,38,6,6,6
56,56,24,8,0
529,17,17,1,1
982,22,22,6,6
860,28,28,12,4
150,22,22,6,6
266,10,10,10,2
353,33,1,1,1
304,48,16,0,0
104,40,8,8,0
891,59,27,11,3
656,16,16,0,0
476,28,28,12,4
821,53,21,5,5
16,16,16,0,0
682,42,10,10,2
909,13,13,13,5
946,50,18,2,2
45,45,13,13,5
404,20,20,4,4
949,53,21,5,5
237,45,13,13,5
128,0,0,0,0
871,39,7,7,7
796,28,28,12,4
617,41,9,9,1
143,15,15,15,7
926,30,30,14,6
695,55,23,7,7
963,3,3,3,3
85,21,21,5,5
622,46,14,14,6
106,42,10,10,2
833,1,1,1,1
453,5,5,5,5
536,24,24,8,0
650,10,10,10,2
83,19,19,3,3
31,31,31,15,7
505,57,25,9,1
117,53,21,5,5
917,21,21,5,5
51,51,19,3,3
955,59,27,11,3
284,28,28,12,4
495,47,15,15,7
930,34,2,2,2
230,38,6,6,6
21,21,21,5,5
97,33,1,1,1
417,33,1,1,1
132,4,4,4,4
889,57,25,9,1
958,62,30,14,6
919,23,23,7,7
243,51,19,3,3
550,38,6,6,6
666,26,26,10,2
407,23,23,7,7
404,20,20,4,4
699,59,27,11,3
797,29,29,13,5
697,57,25,9,1
308,52,20,4,4
69,5,5,5,5
732,28,28,12,4
47,47,15,15,7
739,35,3,3,3
214,22,22,6,6
853,21,21,5,5
473,25,25,9,1
305,49,17,1,1
696,56,24,8,0
546,34,2,2,2
532,20,20,4,4
25,25,25,9,1
662,22,22,6,6
215,23,23,7,7
817,49,17,1,1
323,3,3,3,3
21,21,21,5,5
976,16,16,0,0
242,50,18,2,2
530,18,18,2,2
621,45,13,13,5
580,4,4,4,4
765,61,29,13,5
635,59,27,11,3
211,19,19,3,3
905,9,9,9,1
820,52,20,4,4
864,32,0,0,0
375,55,23,7,7
557,45,13,13,5
427,43,11,11,3
733,29,29,13,5
786,18,18,2,2
529,17,17,1,1
978,18,18,2,2
506,58,26,10,2
348,28,28,12,4
993,33,1,1,1
322,2,2,2,2
393,9,9,9,1
781,13,13,13,5
697,57,25,9,1
758,54,22,6,6
45,45,13,13,5
210,18,18,2,2
576,0,0,0,0
432,48,16,0,0
9,9,9,9,1
422,38,6,6,6
108,44,12,12,4
966,6,6,6,6
859,27,27,11,3
539,27,27,11,3
865,33,1,1,1
207,15,15,15,7
909,13,13,13,5
587,11,11,11,3
500,52,20,4,4
443,59,27,11,3
155,27,27,11,3
136,8,8,8,0
95,31,31,15,7
983,23,23,7,7
175,47,15,15,7
577,1,1,1,1
80,16,16,0,0
27,27,27,11,3
698,58,26,10,2
815,47,15,15,7
457,9,9,9,1
126,62,30,14,6
696,56,24,8,0
655,15,15,15,7
651,11,11,11,3
700,60,28,12,4
896,0,0,0,0
697,57,25,9,1
766,62,30,14,6
214,22,22,6,6
377,57,25,9,1
108,44,12,12,4
287,31,31,15,7
468,20,20,4,4
399,15,15,15,7
389,5,5,5,5
505,57,25,9,1
237,45,13,13,5
438,54,22,6,6
311,55,23,7,7
741,37,5,5,5
802,34,2,2,2
63,63,31,15,7
753,49,17,1,1
112,48,16,0,0
15,15,15,15,7
747,43,11,11,3
338,18,18,2,2
37,37,5,5,5
396,12,12,12,4
790,22,22,6,6
722,18,18,2,2
246,54,22,6,6
464,16,16,0,0
817,49,17,1,1
522,10,10,10,2
465,17,17,1,1
552,40,8,8,0
719,15,15,15,7
481,33,1,1,1
91,27,27,11,3
685,45,13,13,5
124,60,28,12,4
7,7,7,7,7
574,62,30,14,6
618,42,10,10,2
587,11,11,11,3
350,30,30,14,6
542,30,30,14,6
180,52,20,4,4
751,47,15,15,7
802,34,2,2,2
420,36,4,4,4
705,1,1,1,1
510,62,30,14,6
230,38,6,6,6
535,23,23,7,7
466,18,18,2,2
94,30,30,14,6
769,1,1,1,1
475,27,27,11,3
381,61,29,13,5
539,27,27,11,3
417,33,1,1,1
120,56,24,8,0
591,15,15,15,7
534,22,22,6,6
37,37,5,5,5
358,38,6,6,6
871,39,7,7,7
793,25,25,9,1
788,20,20,4,4
317,61,29,13,5
218,26,26,10,2
568,56,24,8,0
260,4,4,4,4
855,23,23,7,7
150,22,22,6,6
493,45,13,13,5
755,51,19,3,3
939,43,11,11,3
952,56,24,8,0
429,45,13,13,5
628,52,20,4,4
961,1,1,1,1
457,9,9,9,1
301,45,13,13,5
863,31,31,15,7
931,35,3,3,3
307,51,19,3,3
375,55,23,7,7
187,59,27,11,3
213,21,21,5,5
587,11,11,11,3
957,61,29,13,5
695,55,23,7,7
902,6,6,6,6
581,5,5,5,5
729,25,25,9,1
29,29,29,13,5
738,34,2,2,2
93,29,29,13,5
506,58,26,10,2
740,36,4,4,4
316,60,28,12,4
98,34,2,2,2
386,2,2,2,2
885,53,21,5,5
946,50,18,2,2
707,3,3,3,3
619,43,11,11,3
172,44,12,12,4
113,49,17,1,1
420,36,4,4,4
746,42,10,10,2
2,2,2,2,2
737,33,1,1,1
376,56,24,8,0
75,11,11,11,3
83,19,19,3,3
514,2,2,2,2
273,17,17,1,1
224,32,0,0,0
584,8,8,8,0
372,52,20,4,4
674,34,2,2,2
820,52,20,4,4
333,13,13,13,5
336,16,16,0,0
592,16,16,0,0
310,54,22,6,6
962,2,2,2,2
192,0,0,0,0
464,16,16,0,0
455,7,7,7,7
83,19,19,3,3
702,62,30,14,6
671,31,31,15,7
976,16,16,0,0
293,37,5,5,5
201,9,9,9,1
54,54,22,6,6
144,16,16,0,0
145,17,17,1,1
610,34,2,2,2
860,28,28,12,4
524,12,12,12,4
670,30,30,14,6
64,0,0,0,0
864,32,0,0,0
728,24,24,8,0
536,24,24,8,0
477,29,29,13,5
598,22,22,6,6
438,54,22,6,6
956,60,28,12,4
789,21,21,5,5
709,5,5,5,5
956,60,28,12,4
969,9,9,9,1
908,12,12,12,4
20,20,20,4,4
368,48,16,0,0
551,39,7,7,7
949,53,21,5,5
772,4,4,4,4
262,6,6,6,6
85,21,21,5,5
436,52,20,4,4
68,4,4,4,4
936,40,8,8,0
802,34,2,2,2
884,52,20,4,4
979,19,19,3,3
966,6,6,6,6
692,52,20,4,4
812,44,12,12,4
379,59,27,11,3
81,17,17,1,1
288,32,0,0,0
624,48,16,0,0
804,36,4,4,4
626,50,18,2,2
736,32,0,0,0
625,49,17,1,1
584,8,8,8,0
876,44,12,12,4
138,10,10,10,2
959,63,31,15,7
427,43,11,11,3
844,12,12,12,4
921,25,25,9,1
149,21,21,5,5
654,14,14,14,6
17,17,17,1,1
890,58,26,10,2
166,38,6,6,6
583,7,7,7,7
754,50,18,2,2
814,46,14,14,6
129,1,1,1,1
372,52,20,4,4
157,29,29,13,5
557,45,13,13,5
218,26,26,10,2
830,62,30,14,6
562,50,18,2,2
280,24,24,8,0
67,3,3,3,3
709,5,5,5,5
16,16,16,0,0
277,21,21,5,5
530,18,18,2,2
683,43,11,11,3
529,17,17,1,1
980,20,20,4,4
879,47,15,15,7
931,35,3,3,3
306,50,18,2,2
275,19,19,3,3
155,27,27,11,3
529,17,17,1,1
569,57,25,9,1
546,34,2,2,2
802,34,2,2,2
571,59,27,11,3
335,15,15,15,7
181,53,21,5,5
644,4,4,4,4
550,38,6,6,6
742,38,6,6,6
923,27,27,11,3
358,38,6,6,6
255,63,31,15,7
240,48,16,0,0
375,55,23,7,7
481,33,1,1,1
676,36,4,4,4
107,43,11,11,3
274,18,18,2,2
868,36,4,4,4
205,13,13,13,5
837,5,5,5,5
142,14,14,14,6
776,8,8,8,0
156,28,28,12,4
924,28,28,12,4
364,44,12,12,4
650,10,10,10,2
687,47,15,15,7
78,14,14,14,6
587,11,11,11,3
16,16,16,0,0
254,62,30,14,6
213,21,21,5,5
142,14,14,14,6
509,61,29,13,5
347,27,27,11,3
248,56,24,8,0
626,50,18,2,2
313,57,25,9,1
376,56,24,8,0
977,17,17,1,1
205,13,13,13,5
35,35,3,3,3
203,11,11,11,3
297,41,9,9,1
954,58,26,10,2
341,21,21,5,5
487,39,7,7,7
56,56,24,8,0
360,40,8,8,0
967,7,7,7,7
881,49,17,1,1
926,30,30,14,6
717,13,13,13,5
341,21,21,5,5
49,49,17,1,1
607,31,31,15,7
25,25,25,9,1
778,10,10,10,2
294,38,6,6,6
52,52,20,4,4
782,14,14,14,6
671,31,31,15,7
283,27,27,11,3
354,34,2,2,2
898,2,2,2,2
407,23,23,7,7
912,16,16,0,0
468,20,20,4,4
618,42,10,10,2
664,24,24,8,0
478,30,30,14,6
129,1,1,1,1
627,51,19,3,3
305,49,17,1,1
724,20,20,4,4
417,33,1,1,1
427,43,11,11,3
243,51,19,3,3
35,35,3,3,3
209,17,17,1,1
758,54,22,6,6
259,3,3,3,3
182,54,22,6,6
27,27,27,11,3
905,9,9,9,1
71,7,7,7,7
796,28,28,12,4
45,45,13,13,5
279,23,23,7,7
743,39,7,7,7
493,45,13,13,5
618,42,10,10,2
31,31,31,15,7
66,2,2,2,2
696,56,24,8,0
435,51,19,3,3
559,47,15,15,7
802,34,2,2,2
665,25,25,9,1
249,57,25,9,1
355,35,3,3,3
779,11,11,11,3
172,44,12,12,4
122,58,26,10,2
89,25,25,9,1
853,21,21,5,5
200,8,8,8,0
522,10,10,10,2
701,61,29,13,5
228,36,4,4,4
39,39,7,7,7
788,20,20,4,4
931,35,3,3,3
171,43,11,11,3
442,58,26,10,2
981,21,21,5,5
39,39,7,7,7
988,28,28,12,4
288,32,0,0,0
548,36,4,4,4
341,21,21,5,5
823,55,23,7,7
689,49,17,1,1
733,29,29,13,5
479,31,31,15,7
200,8,8,8,0
66,2,2,2,2
423,39,7,7,7
66,2,2,2,2
37,37,5,5,5
986,26,26,10,2
73,9,9,9,1
339,19,19,3,3
203,11,11,11,3
359,39,7,7,7
656,16,16,0,0
796,28,28,12,4
167,39,7,7,7
172,44,12,12,4
231,39,7,7,7
216,24,24,8,0
12,12,12,12,4
611,35,3,3,3
731,27,27,11,3
515,3,3,3,3
238,46,14,14,6
710,6,6,6,6
585,9,9,9,1
780,12,12,12,4
719,15,15,15,7
84,20,20,4,4
552,40,8,8,0
535,23,23,7,7
277,21,21,5,5
460,12,12,12,4
348,28,28,12,4
227,35,3,3,3
622,46,14,14,6
127,63,31,15,7
591,15,15,15,7
876,44,12,12,4
662,22,22,6,6
83,19,19,3,3
375,55,23,7,7
370,50,18,2,2
351,31,31,15,7
247,55,23,7,7
65,1,1,1,1
453,5,5,5,5
158,30,30,14,6
75,11,11,11,3
552,40,8,8,0
355,35,3,3,3
299,43,11,11,3
954,58,26,10,2
660,20,20,4,4
72,8,8,8,0
419,35,3,3,3
485,37,5,5,5
833,1,1,1,1
238,46,14,14,6
284,28,28,12,4
656,16,16,0,0
825,57,25,9,1
968,8,8,8,0
482,34,2,2,2
10,10,10,10,2
296,40,8,8,0
950,54,22,6,6
581,5,5,5,5
244,52,20,4,4
838,6,6,6,6
19,19,19,3,3
716,12,12,12,4
830,62,30,14,6
808,40,8,8,0
967,7,7,7,7
265,9,9,9,1
359,39,7,7,7
228,36,4,4,4
49,49,17,1,1
525,13,13,13,5
110,46,14,14,6
452,4,4,4,4
472,24,24,8,0
738,34,2,2,2
376,56,24,8,0
218,26,26,10,2
621,45,13,13,5
936,40,8,8,0
185,57,25,9,1
876,44,12,12,4
371,51,19,3,3
572,60,28,12,4
837,5,5,5,5
936,40,8,8,0
835,3,3,3,3
683,43,11,11,3
74,10,10,10,2
594,18,18,2,2
643,3,3,3,3
22,22,22,6,6
47,47,15,15,7
353,33,1,1,1
674,34,2,2,2
796,28,28,12,4
300,44,12,12,4
510,62,30,14,6
921,25,25,9,1
616,40,8,8,0
254,62,30,14,6
52,52,20,4,4
518,6,6,6,6
974,14,14,14,6
106,42,10,10,2
361,41,9,9,1
612,36,4,4,4
437,53,21,5,5
343,23,23,7,7
556,44,12,12,4
812,44,12,12,4
107,43,11,11,3
499,51,19,3,3
382,62,30,14,6
840,8,8,8,0
440,56,24,8,0
641,1,1,1,1
116,52,20,4,4
241,49,17,1,1
722,18,18,2,2
67,3,3,3,3
582,6,6,6,6
322,2,2,2,2
349,29,29,13,5
681,41,9,9,1
837,5,5,5,5
657,17,17,1,1
557,45,13,13,5
942,46,14,14,6
341,21,21,5,5
455,7,7,7,7
304,48,16,0,0
503,55,23,7,7
230,38,6,6,6
307,51,19,3,3
599,23,23,7,7
446,62,30,14,6
927,31,31,15,7
257,1,1,1,1
536,24,24,8,0
971,11,11,11,3
11,11,11,11,3
550,38,6,6,6
948,52,20,4,4
858,26,26,10,2
712,8,8,8,0
730,26,26,10,2
477,29,29,13,5
57,57,25,9,1
503,55,23,7,7
140,12,12,12,4
814,46,14,14,6
984,24,24,8,0
482,34,2,2,2
636,60,28,12,4
